datetime,open,high,low,close,volume,openinterest
2015-11-12,12.6,12.65,12.28,12.4,67113960.0,0
2015-11-13,12.22,12.48,12.19,12.24,58755504.0,0
2015-11-16,12.13,12.39,12.09,12.34,55984872.0,0
2015-11-17,12.41,12.7,12.36,12.5,104648656.0,0
2015-11-18,12.46,12.7,12.31,12.42,79370480.0,0
2015-11-19,12.4,12.51,12.33,12.5,47112068.0,0
2015-11-20,12.5,12.59,12.42,12.55,59803632.0,0
2015-11-23,12.55,12.6,12.38,12.45,60797532.0,0
2015-11-24,12.41,12.45,12.16,12.28,66421480.0,0
2015-11-25,12.21,12.37,12.17,12.32,51346272.0,0
2015-11-26,12.36,12.38,12.2,12.23,55221016.0,0
2015-11-27,12.18,12.2,11.53,11.73,72802592.0,0
2015-11-30,11.72,11.87,11.5,11.74,65849388.0,0
2015-12-01,11.7,11.86,11.51,11.75,68025392.0,0
2015-12-02,11.7,12.64,11.66,12.51,161576080.0,0
2015-12-03,12.39,12.75,12.25,12.45,142597680.0,0
2015-12-04,12.31,12.38,12.08,12.12,76453248.0,0
2015-12-07,12.18,12.25,12.04,12.15,40279264.0,0
2015-12-08,12.07,12.09,11.9,11.96,50310180.0,0
2015-12-09,11.92,12.12,11.9,11.99,42938436.0,0
2015-12-10,11.95,12.14,11.91,11.96,41760360.0,0
2015-12-11,11.91,11.92,11.73,11.83,37950804.0,0
2015-12-14,11.73,12.11,11.71,12.07,58723664.0,0
2015-12-15,12.03,12.09,11.86,11.92,36448736.0,0
2015-12-16,11.98,12.01,11.88,11.89,39276280.0,0
2015-12-17,11.97,12.14,11.96,12.07,64827476.0,0
2015-12-18,12.03,12.55,12.02,12.23,102294472.0,0
2015-12-21,12.14,12.72,12.11,12.51,128114216.0,0
2015-12-22,12.5,12.62,12.38,12.43,69809144.0,0
2015-12-23,12.47,12.78,12.4,12.48,103901824.0,0
2015-12-24,12.46,12.56,12.24,12.34,64022964.0,0
2015-12-25,12.38,12.47,12.33,12.41,39984504.0,0
2015-12-28,12.43,12.46,11.98,11.98,82240864.0,0
2015-12-29,11.99,12.1,11.97,12.09,61980216.0,0
2015-12-30,12.09,12.11,11.95,12.1,53266704.0,0
2015-12-31,12.1,12.13,11.98,11.99,49125892.0,0
2016-01-04,12.0,12.03,11.23,11.33,56349788.0,0
2016-01-05,11.27,11.57,11.15,11.4,66326996.0,0
2016-01-06,11.42,11.56,11.39,11.53,51570644.0,0
2016-01-07,11.41,11.41,10.91,10.94,17476110.0,0
2016-01-08,11.21,11.29,10.9,11.12,74752760.0,0
2016-01-11,11.0,11.08,10.68,10.76,73201400.0,0
2016-01-12,10.83,10.91,10.64,10.81,56164232.0,0
2016-01-13,10.89,10.94,10.7,10.71,39170948.0,0
2016-01-14,10.59,10.8,10.48,10.77,66631456.0,0
2016-01-15,10.66,10.8,10.42,10.46,44820216.0,0
2016-01-18,10.34,10.56,10.3,10.41,42104088.0,0
2016-01-19,10.45,10.78,10.41,10.71,50110908.0,0
2016-01-20,10.7,10.8,10.44,10.54,60375248.0,0
2016-01-21,10.48,10.75,10.32,10.32,60614512.0,0
2016-01-22,10.4,10.45,10.22,10.4,46675216.0,0
2016-01-25,10.4,10.44,10.33,10.37,37643172.0,0
2016-01-26,10.32,10.32,9.86,9.87,64790112.0,0
2016-01-27,9.93,9.98,9.6,9.88,56903704.0,0
2016-01-28,9.82,9.89,9.65,9.69,30254078.0,0
2016-01-29,9.74,10.08,9.69,10.0,54443576.0,0
2016-02-01,9.98,10.01,9.74,9.8,41773216.0,0
2016-02-02,9.8,10.03,9.78,9.95,36910416.0,0
2016-02-03,9.85,9.89,9.77,9.85,27457216.0,0
2016-02-04,9.89,10.0,9.88,9.95,37309948.0,0
2016-02-05,9.96,9.97,9.91,9.92,27089334.0,0
2016-02-15,9.66,9.85,9.65,9.79,27849946.0,0
2016-02-16,9.84,10.03,9.83,10.01,42838640.0,0
2016-02-17,10.03,10.22,9.99,10.15,58516704.0,0
2016-02-18,10.18,10.22,10.09,10.09,40617824.0,0
2016-02-19,10.09,10.14,9.99,10.04,31889824.0,0
2016-02-22,10.13,10.31,10.06,10.29,61773944.0,0
2016-02-23,10.29,10.29,10.05,10.12,42587436.0,0
2016-02-24,10.06,10.15,10.01,10.15,30010360.0,0
2016-02-25,10.12,10.13,9.6,9.67,62207284.0,0
2016-02-26,9.77,9.83,9.66,9.79,39215440.0,0
2016-02-29,9.79,9.81,9.42,9.56,56689640.0,0
2016-03-01,9.62,9.77,9.58,9.7,37791080.0,0
2016-03-02,9.75,10.13,9.72,10.1,67661376.0,0
2016-03-03,10.09,10.18,10.04,10.11,55308940.0,0
2016-03-04,10.09,10.5,10.07,10.4,138124912.0,0
2016-03-07,10.35,10.49,10.3,10.34,60635296.0,0
2016-03-08,10.36,10.36,9.94,10.28,64315648.0,0
2016-03-09,10.14,10.22,10.04,10.17,32590064.0,0
2016-03-10,10.24,10.35,10.13,10.15,47402032.0,0
2016-03-11,10.1,10.22,10.04,10.16,38373672.0,0
2016-03-14,10.21,10.46,10.21,10.26,65515824.0,0
2016-03-15,10.28,10.36,10.16,10.32,41792036.0,0
2016-03-16,10.27,10.45,10.25,10.35,66488620.0,0
2016-03-17,10.36,10.48,10.3,10.42,61099640.0,0
2016-03-18,10.42,10.57,10.4,10.54,79721584.0,0
2016-03-21,10.55,10.86,10.55,10.8,92043280.0,0
2016-03-22,10.77,10.94,10.69,10.72,62548248.0,0
2016-03-23,10.71,10.77,10.61,10.7,43027816.0,0
2016-03-24,10.61,10.63,10.5,10.52,37240624.0,0
2016-03-25,10.51,10.6,10.5,10.59,23707048.0,0
2016-03-28,10.62,10.65,10.45,10.48,35862100.0,0
2016-03-29,10.51,10.52,10.38,10.43,31831788.0,0
2016-03-30,10.48,10.7,10.47,10.7,53970000.0,0
2016-03-31,10.71,10.75,10.64,10.64,41838792.0,0
2016-04-01,10.62,10.69,10.5,10.66,36934188.0,0
2016-04-05,10.62,10.81,10.5,10.7,59230864.0,0
2016-04-06,10.68,10.75,10.61,10.72,43525952.0,0
2016-04-07,10.72,10.73,10.59,10.59,37771960.0,0
2016-04-08,10.55,10.67,10.5,10.57,37655384.0,0
2016-04-11,10.6,10.8,10.6,10.72,78638600.0,0
2016-04-12,10.7,10.71,10.62,10.67,29859954.0,0
2016-04-13,10.73,10.97,10.71,10.81,85676032.0,0
2016-04-14,10.88,10.9,10.79,10.84,32364630.0,0
2016-04-15,10.84,10.94,10.8,10.88,49722404.0,0
2016-04-18,10.82,10.85,10.73,10.73,35065400.0,0
2016-04-19,10.77,10.81,10.71,10.77,21823994.0,0
2016-04-20,10.77,10.78,10.36,10.52,60658624.0,0
2016-04-21,10.52,10.63,10.45,10.51,55879920.0,0
2016-04-22,10.46,10.62,10.41,10.55,35967712.0,0
2016-04-25,10.56,10.56,10.42,10.5,34925776.0,0
2016-04-26,10.48,10.6,10.46,10.59,29169938.0,0
2016-04-27,10.58,10.61,10.52,10.57,23955392.0,0
2016-04-28,10.58,10.76,10.54,10.66,45746040.0,0
2016-04-29,10.64,10.64,10.55,10.57,40497768.0,0
2016-05-03,10.58,10.72,10.52,10.68,48910208.0,0
2016-05-04,10.68,10.75,10.66,10.72,41243560.0,0
2016-05-05,10.69,10.72,10.65,10.72,23951684.0,0
2016-05-06,10.73,10.73,10.52,10.52,34654512.0,0
2016-05-09,10.5,10.53,10.32,10.35,41117104.0,0
2016-05-10,10.34,10.37,10.27,10.28,29259978.0,0
2016-05-11,10.3,10.44,10.3,10.37,32728951.0,0
2016-05-12,10.31,10.4,10.25,10.38,32588550.0,0
2016-05-13,10.35,10.4,10.33,10.35,18426611.0,0
2016-05-16,10.32,10.36,10.25,10.36,21522468.0,0
2016-05-17,10.36,10.37,10.24,10.3,25042422.0,0
2016-05-18,10.29,10.32,10.17,10.3,53415062.0,0
2016-05-19,10.27,10.32,10.25,10.25,17077776.0,0
2016-05-20,10.24,10.33,10.19,10.3,20670377.0,0
2016-05-23,10.33,10.34,10.25,10.28,32364676.0,0
2016-05-24,10.27,10.28,10.19,10.21,25929404.0,0
2016-05-25,10.25,10.28,10.19,10.23,20423540.0,0
2016-05-26,10.22,10.27,10.17,10.22,26139653.0,0
2016-05-27,10.22,10.29,10.19,10.27,22281892.0,0
2016-05-30,10.25,10.28,10.2,10.28,38094687.0,0
2016-05-31,10.26,10.57,10.26,10.55,94646716.0,0
2016-06-01,10.51,10.55,10.44,10.48,55675091.0,0
2016-06-02,10.47,10.48,10.42,10.46,29303622.0,0
2016-06-03,10.47,10.52,10.41,10.5,42338929.0,0
2016-06-06,10.51,10.53,10.45,10.51,33833201.0,0
2016-06-07,10.52,10.53,10.48,10.52,22928215.0,0
2016-06-08,10.54,10.54,10.46,10.5,26818824.0,0
2016-06-13,10.46,10.47,10.33,10.33,34481683.0,0
2016-06-14,10.34,10.41,10.32,10.4,27363726.0,0
2016-06-15,10.33,10.48,10.32,10.44,37817241.0,0
2016-06-16,8.57,8.6,8.53,8.57,38667008.0,0
2016-06-17,8.57,8.61,8.54,8.58,31517300.0,0
2016-06-20,8.59,8.6,8.56,8.6,27073158.0,0
2016-06-21,8.61,8.65,8.58,8.61,38074985.0,0
2016-06-22,8.6,8.73,8.58,8.73,47800201.0,0
2016-06-23,8.67,8.7,8.63,8.66,33561422.0,0
2016-06-24,8.64,8.7,8.52,8.57,42766409.0,0
2016-06-27,8.57,8.64,8.54,8.61,32521418.0,0
2016-06-28,8.58,8.64,8.56,8.63,33651928.0,0
2016-06-29,8.63,8.69,8.62,8.69,36961156.0,0
2016-06-30,8.69,8.74,8.66,8.7,36220487.0,0
2016-07-01,8.69,8.73,8.68,8.71,34893019.0,0
2016-07-04,8.69,8.86,8.67,8.81,60825712.0,0
2016-07-05,8.8,8.83,8.77,8.81,42203729.0,0
2016-07-06,8.8,8.82,8.76,8.79,32295017.0,0
2016-07-07,8.79,8.8,8.74,8.78,31285308.0,0
2016-07-08,8.79,8.79,8.73,8.74,26134229.0,0
2016-07-11,8.75,8.79,8.74,8.75,36537252.0,0
2016-07-12,8.75,8.89,8.74,8.88,71183240.0,0
2016-07-13,8.88,9.05,8.86,8.99,79828864.0,0
2016-07-14,8.97,9.0,8.91,8.94,35969939.0,0
2016-07-15,8.95,9.0,8.91,8.99,35203395.0,0
2016-07-18,8.99,9.08,8.97,9.04,50693492.0,0
2016-07-19,9.04,9.05,8.95,8.97,36278781.0,0
2016-07-20,8.96,8.99,8.95,8.96,31092641.0,0
2016-07-21,8.95,9.01,8.95,8.99,34026127.0,0
2016-07-22,8.99,8.99,8.92,8.94,29554964.0,0
2016-07-25,8.93,8.98,8.91,8.98,26468286.0,0
2016-07-26,8.97,9.12,8.97,9.11,54655692.0,0
2016-07-27,9.12,9.17,8.91,9.01,81867834.0,0
2016-07-28,8.98,9.11,8.97,9.08,47991038.0,0
2016-07-29,9.08,9.24,9.03,9.2,67142534.0,0
2016-08-01,9.18,9.34,9.17,9.28,75932441.0,0
2016-08-02,9.24,9.26,9.17,9.25,44916516.0,0
2016-08-03,9.21,9.22,9.15,9.18,42462218.0,0
2016-08-04,9.17,9.18,8.93,8.99,134446207.0,0
2016-08-05,8.99,9.07,8.95,9.04,72594819.0,0
2016-08-08,9.04,9.11,9.01,9.11,39847930.0,0
2016-08-09,9.09,9.15,9.07,9.15,41567631.0,0
2016-08-10,9.15,9.18,9.12,9.14,43665545.0,0
2016-08-11,9.14,9.35,9.13,9.22,93557601.0,0
2016-08-12,9.2,9.53,9.18,9.5,137002155.0,0
2016-08-15,9.55,9.8,9.51,9.68,189755226.0,0
2016-08-16,9.68,9.68,9.46,9.52,109955862.0,0
2016-08-17,9.52,9.6,9.48,9.55,56072536.0,0
2016-08-18,9.56,9.59,9.43,9.5,69150431.0,0
2016-08-19,9.49,9.52,9.43,9.51,50533453.0,0
2016-08-22,9.5,9.51,9.36,9.4,97943273.0,0
2016-08-23,9.38,9.45,9.37,9.4,89065673.0,0
2016-08-24,9.41,9.43,9.38,9.43,73228127.0,0
2016-08-25,9.42,9.45,9.34,9.44,61738960.0,0
2016-08-26,9.45,9.47,9.4,9.45,50223385.0,0
2016-08-29,9.41,9.45,9.38,9.42,56523188.0,0
2016-08-30,9.42,9.47,9.41,9.47,59508123.0,0
2016-08-31,9.46,9.5,9.43,9.49,48974676.0,0
2016-09-01,9.49,9.52,9.42,9.45,48013121.0,0
2016-09-02,9.43,9.46,9.42,9.45,36879633.0,0
2016-09-05,9.46,9.46,9.4,9.42,46993656.0,0
2016-09-06,9.42,9.43,9.36,9.41,57473833.0,0
2016-09-07,9.41,9.42,9.37,9.4,45937329.0,0
2016-09-08,9.39,9.42,9.38,9.4,29521845.0,0
2016-09-09,9.4,9.43,9.36,9.38,32743143.0,0
2016-09-12,9.29,9.32,9.13,9.16,75658173.0,0
2016-09-13,9.18,9.21,9.14,9.19,46093142.0,0
2016-09-14,9.17,9.18,9.05,9.06,42148125.0,0
2016-09-19,9.05,9.14,9.05,9.12,35434870.0,0
2016-09-20,9.12,9.12,9.04,9.08,43667897.0,0
2016-09-21,9.08,9.1,9.03,9.08,40566533.0,0
2016-09-22,9.1,9.18,9.09,9.16,49461323.0,0
2016-09-23,9.16,9.19,9.14,9.15,28879877.0,0
2016-09-26,9.13,9.13,9.04,9.04,43948186.0,0
2016-09-27,9.04,9.07,9.01,9.06,40132367.0,0
2016-09-28,9.06,9.06,9.03,9.05,27136600.0,0
2016-09-29,9.05,9.08,9.05,9.06,30366429.0,0
2016-09-30,9.06,9.1,9.05,9.07,30808486.0,0
2016-10-10,9.1,9.17,9.08,9.12,61138159.0,0
2016-10-11,9.13,9.15,9.11,9.15,36337078.0,0
2016-10-12,9.14,9.16,9.12,9.13,27031620.0,0
2016-10-13,9.08,9.11,9.05,9.07,63236796.0,0
2016-10-14,9.06,9.09,9.04,9.09,33541176.0,0
2016-10-17,9.08,9.09,9.03,9.05,35922316.0,0
2016-10-18,9.03,9.09,9.03,9.09,59373709.0,0
2016-10-19,9.09,9.11,9.05,9.08,48263616.0,0
2016-10-20,9.08,9.09,9.05,9.07,34284457.0,0
2016-10-21,9.08,9.13,9.06,9.13,68389677.0,0
2016-10-24,9.13,9.3,9.12,9.24,91567704.0,0
2016-10-25,9.25,9.26,9.18,9.21,50075292.0,0
2016-10-26,9.22,9.22,9.13,9.15,44045213.0,0
2016-10-27,9.16,9.17,9.12,9.16,32414055.0,0
2016-10-28,9.16,9.23,9.14,9.17,54199774.0,0
2016-10-31,9.15,9.16,9.09,9.15,49359683.0,0
2016-11-01,9.14,9.16,9.11,9.14,52541566.0,0
2016-11-02,9.14,9.14,9.05,9.07,63358600.0,0
2016-11-03,9.06,9.14,9.05,9.13,61687113.0,0
2016-11-04,9.11,9.17,9.1,9.11,50811757.0,0
2016-11-07,9.1,9.12,9.07,9.12,49724012.0,0
2016-11-08,9.12,9.15,9.1,9.15,80669498.0,0
2016-11-09,9.14,9.14,9.01,9.07,72261671.0,0
2016-11-10,9.1,9.16,9.1,9.14,63199874.0,0
2016-11-11,9.14,9.18,9.11,9.18,81226969.0,0
2016-11-14,9.16,9.25,9.16,9.22,97507875.0,0
2016-11-15,9.2,9.24,9.18,9.23,55434298.0,0
2016-11-16,9.23,9.24,9.2,9.23,41584240.0,0
2016-11-17,9.22,9.22,9.18,9.21,50532402.0,0
2016-11-18,9.21,9.21,9.16,9.18,51759734.0,0
2016-11-21,9.18,9.28,9.17,9.24,85024326.0,0
2016-11-22,9.24,9.36,9.23,9.36,118025694.0,0
2016-11-23,9.34,9.56,9.34,9.45,175286943.0,0
2016-11-24,9.44,9.52,9.42,9.47,77974884.0,0
2016-11-25,9.48,9.62,9.46,9.62,101367499.0,0
2016-11-28,9.69,9.78,9.6,9.63,127968924.0,0
2016-11-29,9.59,9.7,9.55,9.62,88777923.0,0
2016-11-30,9.65,9.72,9.5,9.55,102596305.0,0
2016-12-01,9.57,9.63,9.55,9.6,64600437.0,0
2016-12-02,9.6,9.6,9.44,9.55,82968650.0,0
2016-12-05,9.5,9.54,9.41,9.46,76436570.0,0
2016-12-06,9.48,9.52,9.45,9.49,60290276.0,0
2016-12-07,9.48,9.49,9.41,9.48,49340476.0,0
2016-12-08,9.5,9.55,9.43,9.52,67145216.0,0
2016-12-09,9.5,9.75,9.48,9.65,151419915.0,0
2016-12-12,9.65,9.77,9.44,9.5,125687400.0,0
2016-12-13,9.48,9.5,9.33,9.42,64577157.0,0
2016-12-14,9.42,9.51,9.4,9.4,59770574.0,0
2016-12-15,9.37,9.41,9.21,9.25,82761287.0,0
2016-12-16,9.24,9.29,9.21,9.25,39681397.0,0
2016-12-19,9.22,9.23,9.17,9.2,49401064.0,0
2016-12-20,9.2,9.2,9.08,9.11,63663837.0,0
2016-12-21,9.12,9.16,9.11,9.16,36992065.0,0
2016-12-22,9.15,9.16,9.11,9.14,34134124.0,0
2016-12-23,9.14,9.14,9.07,9.08,38291216.0,0
2016-12-26,9.06,9.13,9.02,9.12,30205896.0,0
2016-12-27,9.12,9.13,9.07,9.08,26884124.0,0
2016-12-28,9.08,9.11,9.04,9.06,33605509.0,0
2016-12-29,9.07,9.09,9.05,9.08,33875853.0,0
2016-12-30,9.08,9.1,9.06,9.1,30260736.0,0
2017-01-03,9.11,9.18,9.09,9.16,45984049.0,0
2017-01-04,9.15,9.18,9.14,9.16,44932953.0,0
2017-01-05,9.17,9.18,9.15,9.17,34437291.0,0
2017-01-06,9.17,9.17,9.11,9.13,35815420.0,0
2017-01-09,9.13,9.17,9.11,9.15,36108157.0,0
2017-01-10,9.15,9.16,9.14,9.15,24105395.0,0
2017-01-11,9.14,9.17,9.13,9.14,30343089.0,0
2017-01-12,9.13,9.17,9.13,9.15,42800677.0,0
2017-01-13,9.14,9.19,9.12,9.16,43430137.0,0
2017-01-16,9.15,9.16,9.07,9.14,68316586.0,0
2017-01-17,9.12,9.16,9.1,9.15,54555237.0,0
2017-01-18,9.14,9.19,9.13,9.17,57426939.0,0
2017-01-19,9.15,9.24,9.15,9.18,43771286.0,0
2017-01-20,9.17,9.23,9.17,9.22,39332857.0,0
2017-01-23,9.22,9.26,9.2,9.22,42029931.0,0
2017-01-24,9.23,9.28,9.2,9.27,47024408.0,0
2017-01-25,9.27,9.28,9.25,9.26,30440196.0,0
2017-01-26,9.27,9.34,9.26,9.33,42071258.0,0
2017-02-03,9.34,9.36,9.23,9.26,31547224.0,0
2017-02-06,9.26,9.32,9.26,9.31,51678611.0,0
2017-02-07,9.31,9.32,9.27,9.3,39688497.0,0
2017-02-08,9.29,9.3,9.24,9.3,36027242.0,0
2017-02-09,9.3,9.33,9.28,9.31,34285513.0,0
2017-02-10,9.32,9.36,9.31,9.33,48274323.0,0
2017-02-13,9.34,9.44,9.33,9.41,63836475.0,0
2017-02-14,9.41,9.42,9.37,9.4,36240460.0,0
2017-02-15,9.4,9.54,9.39,9.45,75661306.0,0
2017-02-16,9.45,9.5,9.42,9.46,41116113.0,0
2017-02-17,9.46,9.49,9.37,9.39,42377497.0,0
2017-02-20,9.4,9.58,9.4,9.56,89875539.0,0
2017-02-21,9.55,9.62,9.54,9.57,64658421.0,0
2017-02-22,9.57,9.57,9.5,9.57,46296611.0,0
2017-02-23,9.55,9.57,9.48,9.51,33532781.0,0
2017-02-24,9.5,9.54,9.48,9.5,33250014.0,0
2017-02-27,9.5,9.5,9.42,9.43,40734112.0,0
2017-02-28,9.43,9.51,9.42,9.48,36971970.0,0
2017-03-01,9.49,9.55,9.47,9.49,34699373.0,0
2017-03-02,9.51,9.54,9.42,9.43,40362870.0,0
2017-03-03,9.41,9.43,9.36,9.4,34265508.0,0
2017-03-06,9.4,9.46,9.39,9.45,40451138.0,0
2017-03-07,9.44,9.46,9.4,9.45,29467282.0,0
2017-03-08,9.43,9.45,9.4,9.42,24443839.0,0
2017-03-09,9.41,9.43,9.36,9.38,37816992.0,0
2017-03-10,9.38,9.41,9.36,9.4,39018225.0,0
2017-03-13,9.39,9.45,9.37,9.44,54530444.0,0
2017-03-14,9.43,9.46,9.41,9.44,40448435.0,0
2017-03-15,9.42,9.48,9.42,9.48,54656086.0,0
2017-03-16,9.48,9.53,9.45,9.52,63595381.0,0
2017-03-17,9.45,9.46,9.3,9.31,158364708.0,0
2017-03-20,9.29,9.31,9.22,9.25,71502177.0,0
2017-03-21,9.25,9.26,9.2,9.24,55464874.0,0
2017-03-22,9.2,9.22,9.14,9.16,56612363.0,0
2017-03-23,9.16,9.24,9.15,9.2,43358829.0,0
2017-03-24,9.2,9.24,9.16,9.19,71082787.0,0
2017-03-27,9.12,9.19,9.08,9.14,98501205.0,0
2017-03-28,9.16,9.17,9.1,9.12,48137276.0,0
2017-03-29,9.13,9.15,9.09,9.11,60114068.0,0
2017-03-30,9.12,9.12,9.06,9.08,68728555.0,0
2017-03-31,9.08,9.18,9.08,9.17,63312122.0,0
2017-04-05,9.16,9.22,9.15,9.21,49915009.0,0
